Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2011,CO2,1361135,1361135
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2012,CO2,1449303,1449303
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2013,CO2,1341809,1341809
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2014,CO2,1150584,1150584
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2015,CO2,1417511,1417511
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2016,CO2,619193,619193
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2017,CO2,825820,825820
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2018,CO2,1275537,1275537
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2019,CO2,1256743,1256743
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2020,CO2,1020974,1020974
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2021,CO2,1290150,1290150
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1990,CO2,145843,145843
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1991,CO2,241071,241071
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1992,CO2,241071,241071
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1993,CO2,241071,241071
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1994,CO2,203476,203476
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1995,CO2,259553,259553
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1996,CO2,277943,277943
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1997,CO2,263040,263040
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1998,CO2,241193,241193
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,1999,CO2,296749,296749
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2000,CO2,181848,181848
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2001,CO2,184519,184519
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2002,CO2,250483,250483
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2003,CO2,206484,206484
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2004,CO2,320902,320902
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2005,CO2,316555,316555
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2006,CO2,462917,462917
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2007,CO2,282468,282468
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2008,CO2,218199,218199
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2009,CO2,446756,446756
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2010,CO2,403254,403254
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2011,CO2,362660,362660
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2012,CO2,215050,215050
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2013,CO2,448851,448851
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2014,CO2,528800,528800
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2015,CO2,465194,465194
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2016,CO2,393578,393578
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2017,CO2,275742,275742
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2018,CO2,245379,245379
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2019,CO2,417389,417389
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2020,CO2,399566,399566
Yes,Yes,Yes,Industry,IPPU,Minerals,Other Process Uses of Carbonates,Not Applicable,Not Applicable,2021,CO2,399566,399566
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1990,CO2,195500,195500
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1991,CO2,186630,186630
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1992,CO2,184698,184698
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1993,CO2,184562,184562
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1994,CO2,182190,182190
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1995,CO2,187476,187476
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1996,CO2,183102,183102
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1997,CO2,184125,184125
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1998,CO2,184925,184925
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,1999,CO2,180492,180492
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2000,CO2,178631,178631
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2001,CO2,177212,177212
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2002,CO2,177454,177454
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2003,CO2,171933,171933
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2004,CO2,169984,169984
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2005,CO2,166390,166390
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2006,CO2,162188,162188
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2007,CO2,156564,156564
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2008,CO2,149343,149343
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2009,CO2,131012,131012
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2010,CO2,137346,137346
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2011,CO2,133549,133549
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2012,CO2,131060,131060
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2013,CO2,131764,131764
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2014,CO2,132262,132262
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2015,CO2,126690,126690
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2016,CO2,129071,129071
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2017,CO2,122778,122778
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2018,CO2,120334,120334
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2019,CO2,116094,116094
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2020,CO2,108118,108118
Yes,Yes,Yes,Industry,IPPU,Minerals,Soda Ash,Not Applicable,Not Applicable,2021,CO2,131518,131518
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1990,N2O,270758,271783
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1991,N2O,261209,262198
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1992,N2O,244554,245480
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1993,N2O,276191,277237
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1994,N2O,274079,275117
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1995,N2O,271782,272812
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1996,N2O,269572,270593
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1997,N2O,284347,285424
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1998,N2O,282538,283608
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,1999,N2O,281200,282265
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2000,N2O,279842,280902
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2001,N2O,278268,279322
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2002,N2O,248593,249535
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2003,N2O,246957,247892
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2004,N2O,244626,245553
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2005,N2O,241889,242806
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2006,N2O,239218,240124
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2007,N2O,237297,238196
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2008,N2O,236047,236941
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2009,N2O,235139,236030
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2010,N2O,234319,235206
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2011,N2O,233821,234706
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2012,N2O,232998,233880
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2013,N2O,232005,232884
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2014,N2O,230626,231500
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2015,N2O,228980,229847
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2016,N2O,227084,227944
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2017,N2O,225163,226016
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2018,N2O,223412,224259
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2019,N2O,221476,222315
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2020,N2O,219267,220098
Yes,Yes,Yes,Industry,IPPU,Product Use,Nitrous Oxide,Not Applicable,Not Applicable,2021,N2O,223444,224291
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1990,biogenic CO2,49255,49255
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1991,biogenic CO2,49255,49255
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1992,biogenic CO2,49255,49255
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1993,biogenic CO2,83567,83567
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1994,biogenic CO2,94266,94266
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1995,biogenic CO2,152184,152184
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1996,biogenic CO2,172813,172813
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1997,biogenic CO2,193221,193221
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1998,biogenic CO2,224249,224249
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1999,biogenic CO2,246941,246941
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2000,biogenic CO2,246941,246941
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2001,biogenic CO2,237573,237573
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2002,biogenic CO2,239896,239896
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2003,biogenic CO2,311733,311733
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2004,biogenic CO2,313744,313744
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2005,biogenic CO2,326121,326121
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2006,biogenic CO2,326121,326121
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2007,biogenic CO2,388007,388007
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2008,biogenic CO2,405509,405509
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2009,biogenic CO2,599963,599963
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2010,biogenic CO2,626769,626769
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2011,biogenic CO2,590216,590216
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2012,biogenic CO2,582173,582173
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2013,biogenic CO2,560803,560803
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2014,biogenic CO2,517866,517866
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2015,biogenic CO2,511434,511434
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2016,biogenic CO2,509172,509172
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2017,biogenic CO2,492747,492747
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2018,biogenic CO2,524979,524979
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2019,biogenic CO2,524979,524979
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2020,biogenic CO2,524979,524979
Yes,No,No,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2021,biogenic CO2,524979,524979
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1990,CH4,33201259,11067086
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1991,CH4,33905365,11301788
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1992,CH4,34485525,11495175
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1993,CH4,34011490,11337163
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1994,CH4,34054008,11351336
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1995,CH4,32801958,10933986
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1996,CH4,32494403,10831468
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1997,CH4,32095728,10698576
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1998,CH4,31242079,10414026
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,1999,CH4,30650460,10216820
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2000,CH4,30711057,10237019
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2001,CH4,30921869,10307290
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2002,CH4,30632954,10210985
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2003,CH4,28429832,9476611
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2004,CH4,28134686,9378229
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2005,CH4,27548219,9182740
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2006,CH4,27294543,9098181
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2007,CH4,25336973,8445658
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2008,CH4,24590619,8196873
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2009,CH4,18984798,6328266
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2010,CH4,17953944,5984648
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2011,CH4,18680056,6226685
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2012,CH4,18651377,6217126
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2013,CH4,18948843,6316281
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2014,CH4,19894276,6631425
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2015,CH4,19858140,6619380
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2016,CH4,19820311,6606770
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2017,CH4,20256079,6752026
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2018,CH4,19413756,6471252
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2019,CH4,19438356,6479452
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2020,CH4,19461992,6487331
Yes,Yes,Yes,Waste,Waste,Solid Waste Management,In-State Solid Waste Disposal,Not Applicable,Not Applicable,2021,CH4,19484701,6494900
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1990,CH4,782028,260676
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1991,CH4,1270202,423401
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1992,CH4,1809934,603311
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1993,CH4,2347280,782427
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1994,CH4,2869731,956577
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1995,CH4,3411618,1137206
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1996,CH4,3991022,1330341
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1997,CH4,4373418,1457806
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1998,CH4,4780678,1593559
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,1999,CH4,5290231,1763410
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2000,CH4,5920628,1973543
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2001,CH4,6659609,2219870
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2002,CH4,7612343,2537448
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2003,CH4,8500994,2833665
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2004,CH4,9328076,3109359
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2005,CH4,10096002,3365334
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2006,CH4,10807092,3602364
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2007,CH4,11463576,3821192
Yes,Yes,No,Waste,Waste,Solid Waste Management,Out-of-State Solid Waste Disposal,Not Applicable,Not Applicable,2008,CH4,12067593,4022531
